mkt_unique_carrier,origin,dest,crs_dep_time,crs_arr_time,arr_delay,crs_elapsed_time,flights,distance,orig_weather_categ,dest_weather_categ,year,month,day,dep_time_of_day,arr_time_of_day,orig_region,dest_region
WN,PHL,TPA,535,815,39.0,160.0,1.0,920.0,rain,sunny,2019,12,4,0,0,Mid-Atlantic,South-Atlantic
DL,ATL,MSN,930,1032,56.0,122.0,1.0,707.0,cloudy,cloudy,2019,1,15,0,0,South-Atlantic,East-North Central
UA,SFO,BOS,2045,535,-19.0,350.0,1.0,2704.0,sunny,sunny,2019,4,11,3,0,Pacific,New England
DL,IAD,JFK,1120,1245,-21.0,85.0,1.0,228.0,rain,cloudy,2018,2,12,0,2,Mid-Atlantic,Mid-Atlantic
AA,SFO,CLT,10,814,23.0,304.0,1.0,2296.0,cloudy,rain,2018,5,15,1,0,Pacific,South-Atlantic
AA,CLT,GPT,1305,1355,51.0,110.0,1.0,577.0,rain,sunny,2018,6,3,2,2,South-Atlantic,East-South Central
B6,MVY,BOS,1441,1521,80.0,40.0,1.0,70.0,rain,rain,2018,8,9,2,2,New England,New England
WN,LGA,DEN,2205,20,-4.0,255.0,1.0,1620.0,sunny,sunny,2018,7,12,1,1,Mid-Atlantic,South-West
DL,LAX,DTW,1154,1925,-7.0,271.0,1.0,1979.0,sunny,sunny,2019,8,19,0,3,Pacific,East-North Central
AA,DFW,AMA,2230,2341,-10.0,71.0,1.0,312.0,cloudy,sunny,2018,5,12,1,1,West-South Central,West-South Central
AA,PHL,SDF,1025,1237,17.0,132.0,1.0,576.0,rain,rain,2018,2,7,0,2,Mid-Atlantic,East-South Central
WN,FLL,PIT,1445,1725,-12.0,160.0,1.0,994.0,rain,rain,2019,8,20,2,3,South-Atlantic,Mid-Atlantic
AS,SEA,MCO,2120,555,-31.0,335.0,1.0,2554.0,cloudy,sunny,2018,4,29,1,0,Pacific,South-Atlantic
DL,MCI,LAX,1535,1659,-1.0,204.0,1.0,1363.0,rain,cloudy,2019,5,9,2,2,West-North Central,Pacific
AA,ATL,PHL,1116,1321,-15.0,125.0,1.0,666.0,sunny,sunny,2019,5,16,0,2,South-Atlantic,Mid-Atlantic
AA,DFW,DCA,1508,1900,102.0,172.0,1.0,1192.0,cloudy,rain,2019,4,5,2,3,West-South Central,Mid-Atlantic
AA,BWI,PHL,1915,2010,-16.0,55.0,1.0,90.0,sunny,sunny,2019,3,17,3,3,Mid-Atlantic,Mid-Atlantic
WN,MCI,MSP,1305,1425,8.0,80.0,1.0,393.0,rain,snow & rain,2018,12,27,2,2,West-North Central,West-North Central
DL,ATL,BNA,820,826,-6.0,66.0,1.0,214.0,cloudy,rain,2018,10,1,0,0,South-Atlantic,East-South Central
UA,RSW,ORD,800,1001,-2.0,181.0,1.0,1120.0,cloudy,cloudy,2019,2,16,0,0,South-Atlantic,East-North Central
AA,TLH,MIA,1924,2049,-17.0,85.0,1.0,402.0,rain,rain,2019,7,18,3,3,South-Atlantic,South-Atlantic
AA,DFW,IAH,706,818,22.0,72.0,1.0,224.0,rain,rain,2019,8,4,0,0,West-South Central,West-South Central
AA,SAT,ORD,810,1103,-25.0,173.0,1.0,1041.0,cloudy,sunny,2018,3,11,0,0,West-South Central,East-North Central
WN,HOU,RDU,1425,1800,-4.0,155.0,1.0,1050.0,sunny,sunny,2018,6,6,2,3,West-South Central,South-Atlantic
UA,ATL,ORD,1335,1446,-17.0,131.0,1.0,606.0,sunny,rain,2018,2,23,2,2,South-Atlantic,East-North Central
NK,LAS,PDX,1620,1837,-10.0,137.0,1.0,763.0,sunny,sunny,2019,5,12,2,3,South-West,Pacific
AA,CLT,PHF,2230,2339,-5.0,69.0,1.0,282.0,sunny,sunny,2018,1,19,1,1,South-Atlantic,Mid-Atlantic
AA,DFW,TYR,2220,2305,58.0,45.0,1.0,102.0,cloudy,cloudy,2018,12,12,1,1,West-South Central,West-South Central
DL,ORF,ATL,700,848,-14.0,108.0,1.0,516.0,sunny,sunny,2018,5,12,0,0,Mid-Atlantic,South-Atlantic
UA,LAX,HNL,1416,1812,-12.0,356.0,1.0,2556.0,sunny,rain,2018,2,23,2,3,Pacific,Pacific
UA,SLC,DEN,700,839,-6.0,99.0,1.0,391.0,sunny,cloudy,2019,6,12,0,0,South-West,South-West
DL,SEA,JFK,2155,612,1.0,317.0,1.0,2422.0,sunny,rain,2018,7,26,1,0,Pacific,Mid-Atlantic
AA,CLT,CVG,1750,1913,28.0,83.0,1.0,335.0,rain,rain,2018,11,9,3,3,South-Atlantic,East-North Central
DL,TLH,ATL,1617,1739,-8.0,82.0,1.0,223.0,rain,rain,2019,12,12,2,3,South-Atlantic,South-Atlantic
B6,MCO,RIC,1657,1850,60.0,113.0,1.0,667.0,sunny,rain,2019,1,3,2,3,South-Atlantic,Mid-Atlantic
WN,ATL,BWI,605,755,-6.0,110.0,1.0,577.0,sunny,rain,2018,5,10,0,0,South-Atlantic,Mid-Atlantic
WN,DEN,CLE,1650,2135,-12.0,165.0,1.0,1201.0,sunny,snow,2019,1,9,2,1,South-West,East-North Central
UA,IAH,LCH,1640,1733,-15.0,53.0,1.0,127.0,rain,rain,2018,9,25,2,3,West-South Central,West-South Central
WN,BUR,SFO,1410,1525,-8.0,75.0,1.0,326.0,sunny,sunny,2018,6,12,2,2,Pacific,Pacific
WN,ALB,BWI,635,755,-7.0,80.0,1.0,289.0,rain,rain,2018,1,23,0,0,Mid-Atlantic,Mid-Atlantic
DL,BOS,FLL,835,1211,-27.0,216.0,1.0,1237.0,rain,sunny,2019,4,22,0,2,New England,South-Atlantic
WN,LAS,SJC,1510,1645,47.0,95.0,1.0,386.0,sunny,cloudy,2019,3,4,2,2,South-West,Pacific
AS,SEA,BZN,1530,1817,-23.0,107.0,1.0,543.0,rain,snow,2018,2,2,2,3,Pacific,North-West
DL,MSY,LGA,1335,1730,-21.0,175.0,1.0,1183.0,rain,sunny,2019,2,1,2,3,West-South Central,Mid-Atlantic
DL,ATL,DHN,2014,2021,-16.0,67.0,1.0,170.0,rain,rain,2019,12,12,3,3,South-Atlantic,East-South Central
UA,RNO,LAX,606,756,-24.0,110.0,1.0,391.0,sunny,sunny,2018,7,12,0,0,South-West,Pacific
AA,CLT,CHA,1606,1719,-10.0,73.0,1.0,241.0,cloudy,sunny,2019,5,8,2,3,South-Atlantic,East-South Central
AA,MEM,LGA,1539,1919,4.0,160.0,1.0,963.0,rain,cloudy,2018,12,14,2,3,East-South Central,Mid-Atlantic
AA,OKC,CLT,710,1040,-16.0,150.0,1.0,940.0,sunny,cloudy,2018,1,22,0,0,West-South Central,South-Atlantic
AA,PHX,DEN,1850,2138,8.0,108.0,1.0,602.0,sunny,sunny,2018,6,29,3,1,South-West,South-West
AA,PHX,GEG,1140,1420,-14.0,160.0,1.0,1020.0,sunny,sunny,2019,3,10,0,2,South-West,Pacific
UA,ASE,ORD,1115,1501,-6.0,166.0,1.0,1013.0,cloudy,rain,2018,1,22,0,2,South-West,East-North Central
AA,ITH,PHL,1852,2010,-12.0,78.0,1.0,192.0,cloudy,cloudy,2018,12,5,3,3,Mid-Atlantic,Mid-Atlantic
DL,DFW,ATL,1850,2206,200.0,136.0,1.0,731.0,rain,sunny,2019,5,29,3,1,West-South Central,South-Atlantic
B6,CHS,JFK,847,1037,-13.0,110.0,1.0,636.0,rain,sunny,2019,9,11,0,0,South-Atlantic,Mid-Atlantic
WN,HOU,PNS,1350,1515,-19.0,85.0,1.0,488.0,cloudy,cloudy,2019,2,16,2,2,West-South Central,South-Atlantic
AA,MSP,DFW,1327,1558,-10.0,151.0,1.0,852.0,rain,sunny,2019,7,19,2,2,West-North Central,West-South Central
UA,PNS,IAH,1845,2035,3.0,110.0,1.0,489.0,rain,rain,2019,8,20,3,3,South-Atlantic,West-South Central
DL,SLC,SAN,1115,1215,-15.0,120.0,1.0,626.0,sunny,cloudy,2018,9,3,0,2,South-West,Pacific
DL,MSP,BIS,2230,13,-24.0,103.0,1.0,386.0,sunny,cloudy,2019,12,23,1,1,West-North Central,West-North Central
WN,PHX,LAS,1830,1835,33.0,65.0,1.0,255.0,rain,sunny,2019,2,22,3,3,South-West,South-West
AA,PHL,PVD,1225,1332,-12.0,67.0,1.0,237.0,sunny,sunny,2019,1,15,2,2,Mid-Atlantic,New England
B6,SFO,FLL,2322,808,-15.0,346.0,1.0,2584.0,cloudy,sunny,2019,7,4,1,0,Pacific,South-Atlantic
DL,LGA,CLT,745,1010,-5.0,145.0,1.0,544.0,sunny,cloudy,2018,12,19,0,0,Mid-Atlantic,South-Atlantic
DL,FLL,JFK,1100,1359,-10.0,179.0,1.0,1069.0,sunny,rain,2019,7,17,0,2,South-Atlantic,Mid-Atlantic
DL,ORD,ATL,1350,1652,-14.0,122.0,1.0,606.0,rain,sunny,2018,5,13,2,2,East-North Central,South-Atlantic
WN,DAL,SJC,1405,1600,-30.0,235.0,1.0,1450.0,sunny,rain,2018,1,18,2,2,West-South Central,Pacific
G4,AUS,LAS,1646,1737,80.0,171.0,1.0,1090.0,rain,rain,2019,5,9,2,3,West-South Central,South-West
AA,DCA,JFK,1459,1625,-15.0,86.0,1.0,213.0,sunny,sunny,2019,1,26,2,2,Mid-Atlantic,Mid-Atlantic
NK,ORD,BWI,803,1102,-4.0,119.0,1.0,621.0,cloudy,sunny,2019,9,9,0,0,East-North Central,Mid-Atlantic
WN,DCA,AUS,1755,2030,33.0,215.0,1.0,1315.0,sunny,sunny,2019,7,31,3,3,Mid-Atlantic,West-South Central
DL,DLH,MSP,1735,1844,36.0,69.0,1.0,144.0,rain,sunny,2018,7,9,3,3,West-North Central,West-North Central
UA,XNA,EWR,1640,2048,-19.0,188.0,1.0,1131.0,sunny,cloudy,2018,5,18,2,3,West-South Central,Mid-Atlantic
UA,SAT,ORD,735,1025,-8.0,170.0,1.0,1041.0,sunny,sunny,2018,7,25,0,0,West-South Central,East-North Central
UA,CLE,ORD,1730,1803,-16.0,93.0,1.0,316.0,rain,cloudy,2018,4,1,3,3,East-North Central,East-North Central
F9,MSY,DEN,1810,2014,-6.0,184.0,1.0,1062.0,cloudy,cloudy,2019,1,1,3,3,West-South Central,South-West
WN,STL,MDW,1335,1440,2.0,65.0,1.0,251.0,snow & rain,snow,2019,1,12,2,2,West-North Central,East-North Central
AA,TUS,DFW,511,933,-16.0,142.0,1.0,813.0,sunny,sunny,2018,8,1,0,0,South-West,West-South Central
WN,LAS,MSY,1830,2350,-20.0,200.0,1.0,1500.0,sunny,cloudy,2019,2,11,3,1,South-West,West-South Central
DL,DEN,SEA,1159,1401,-4.0,182.0,1.0,1024.0,sunny,sunny,2018,4,23,0,2,South-West,Pacific
DL,SLC,ABQ,931,1114,-18.0,103.0,1.0,493.0,rain,sunny,2019,10,17,0,0,South-West,South-West
DL,DTW,SDF,1956,2120,-15.0,84.0,1.0,306.0,sunny,sunny,2018,9,4,3,1,East-North Central,East-South Central
AA,LGA,DFW,1659,2006,76.0,247.0,1.0,1389.0,sunny,cloudy,2019,3,24,2,3,Mid-Atlantic,West-South Central
DL,BNA,BOS,1510,1848,-5.0,158.0,1.0,942.0,sunny,sunny,2019,6,4,2,3,East-South Central,New England
UA,RIC,EWR,600,723,-16.0,83.0,1.0,277.0,rain,rain,2018,9,27,0,0,Mid-Atlantic,Mid-Atlantic
DL,DTW,ELM,1000,1114,-7.0,74.0,1.0,332.0,sunny,sunny,2018,8,5,0,0,East-North Central,Mid-Atlantic
DL,DTW,MSN,1345,1400,-5.0,75.0,1.0,311.0,cloudy,cloudy,2018,10,11,2,2,East-North Central,East-North Central
DL,ATL,ABQ,1135,1259,-23.0,204.0,1.0,1269.0,sunny,sunny,2019,5,24,0,2,South-Atlantic,South-West
WN,FLL,PHX,1630,1820,0.0,290.0,1.0,1972.0,rain,sunny,2019,8,28,2,3,South-Atlantic,South-West
UA,LBF,DEN,640,647,-26.0,67.0,1.0,228.0,cloudy,cloudy,2018,10,2,0,0,West-North Central,South-West
AA,SFO,LAX,1210,1340,0.0,90.0,1.0,337.0,rain,sunny,2019,12,2,2,2,Pacific,Pacific
WN,TUL,STL,655,805,13.0,70.0,1.0,351.0,rain,rain,2018,5,20,0,0,West-South Central,West-North Central
DL,ATL,MOB,2105,2119,8.0,74.0,1.0,302.0,rain,sunny,2018,6,22,1,1,South-Atlantic,East-South Central
DL,CHS,ATL,1957,2117,-24.0,80.0,1.0,259.0,sunny,sunny,2018,8,27,3,1,South-Atlantic,South-Atlantic
AA,TUL,DFW,1030,1145,-8.0,75.0,1.0,237.0,rain,cloudy,2019,5,22,0,0,West-South Central,West-South Central
DL,AUS,ATL,550,902,9.0,132.0,1.0,813.0,cloudy,sunny,2018,8,13,0,0,West-South Central,South-Atlantic
WN,BUR,SJC,820,935,-6.0,75.0,1.0,296.0,rain,rain,2019,2,9,0,0,Pacific,Pacific
F9,PHL,SJU,2143,150,-2.0,247.0,1.0,1576.0,sunny,sunny,2019,5,15,1,1,Mid-Atlantic,Offshore Territory
DL,SEA,RDU,1255,2100,-14.0,305.0,1.0,2354.0,cloudy,sunny,2018,8,27,2,1,Pacific,South-Atlantic
UA,ORD,EWR,1937,2250,22.0,133.0,1.0,719.0,rain,rain,2018,10,15,3,1,East-North Central,Mid-Atlantic
UA,IAH,LAX,1155,1340,62.0,225.0,1.0,1379.0,sunny,sunny,2018,5,6,0,2,West-South Central,Pacific
UA,EWR,SYR,1700,1823,-22.0,83.0,1.0,195.0,cloudy,rain,2018,1,22,3,3,Mid-Atlantic,Mid-Atlantic
AA,PHL,ORF,1326,1437,10.0,71.0,1.0,212.0,rain,rain,2019,6,13,2,2,Mid-Atlantic,Mid-Atlantic
AA,XNA,ORD,1220,1415,-10.0,115.0,1.0,522.0,sunny,rain,2018,11,24,2,2,West-South Central,East-North Central
UA,SFO,PSP,1820,1959,-16.0,99.0,1.0,421.0,cloudy,cloudy,2019,5,22,3,3,Pacific,Pacific
AA,DFW,BTR,2220,2336,2.0,76.0,1.0,383.0,rain,rain,2019,10,11,1,1,West-South Central,West-South Central
AS,SEA,LAS,1700,1935,-13.0,155.0,1.0,867.0,cloudy,sunny,2019,7,11,3,3,Pacific,South-West
UA,DEN,PDX,1914,2054,-21.0,160.0,1.0,991.0,sunny,sunny,2018,10,12,3,3,South-West,Pacific
UA,ORD,UIN,1545,1657,25.0,72.0,1.0,222.0,sunny,sunny,2018,6,17,2,2,East-North Central,East-North Central
UA,IAH,SGF,2005,2153,-9.0,108.0,1.0,513.0,cloudy,rain,2018,3,26,3,1,West-South Central,West-North Central
UA,MCO,EWR,1730,2013,40.0,163.0,1.0,937.0,cloudy,sunny,2019,11,16,3,3,South-Atlantic,Mid-Atlantic
UA,DEN,CPR,1900,2006,-4.0,66.0,1.0,230.0,rain,sunny,2018,5,15,3,3,South-West,North-West
UA,SBA,SFO,1100,1220,-9.0,80.0,1.0,262.0,cloudy,cloudy,2019,1,8,0,2,Pacific,Pacific
AA,DFW,ICT,1021,1132,17.0,71.0,1.0,328.0,rain,snow,2019,3,3,0,0,West-South Central,West-North Central
AA,CAE,PHL,505,645,-14.0,100.0,1.0,523.0,rain,rain,2019,12,13,0,0,South-Atlantic,Mid-Atlantic
HA,LAX,OGG,900,1145,11.0,345.0,1.0,2486.0,sunny,no weather data,2018,7,7,0,0,Pacific,Pacific
UA,IAH,CRP,1805,1907,-12.0,62.0,1.0,201.0,sunny,rain,2018,7,28,3,3,West-South Central,West-South Central
UA,CMH,EWR,1250,1454,-30.0,124.0,1.0,463.0,cloudy,cloudy,2019,4,29,2,2,East-North Central,Mid-Atlantic
DL,TPA,LAX,728,950,-10.0,322.0,1.0,2158.0,sunny,sunny,2018,4,13,0,0,South-Atlantic,Pacific
NK,ATL,FLL,1915,2108,24.0,113.0,1.0,581.0,sunny,rain,2019,5,15,3,1,South-Atlantic,South-Atlantic
WN,SAT,BNA,725,930,112.0,125.0,1.0,822.0,cloudy,cloudy,2019,3,31,0,0,West-South Central,East-South Central
WN,SAN,SMF,2145,2320,-7.0,95.0,1.0,480.0,sunny,sunny,2019,11,17,1,1,Pacific,Pacific
UA,BTR,IAH,1607,1725,152.0,78.0,1.0,253.0,sunny,cloudy,2019,6,10,2,3,West-South Central,West-South Central
AA,XNA,ORD,558,750,-26.0,112.0,1.0,522.0,rain,rain,2018,10,15,0,0,West-South Central,East-North Central
DL,ATL,PWM,2114,2352,-6.0,158.0,1.0,1027.0,cloudy,sunny,2019,7,3,1,1,South-Atlantic,New England
AA,ALB,ORD,701,849,-22.0,168.0,1.0,723.0,rain,cloudy,2018,12,28,0,0,Mid-Atlantic,East-North Central
AA,MKE,PHL,1420,1725,7.0,125.0,1.0,690.0,cloudy,rain,2019,3,10,2,3,East-North Central,Mid-Atlantic
AS,FCA,SEA,1310,1340,9.0,90.0,1.0,379.0,sunny,cloudy,2019,6,26,2,2,North-West,Pacific
UA,DEN,RKS,2015,2117,46.0,62.0,1.0,260.0,rain,cloudy,2019,4,29,3,1,South-West,North-West
UA,IAD,CVG,1710,1849,-17.0,99.0,1.0,388.0,cloudy,cloudy,2018,1,29,3,3,Mid-Atlantic,East-North Central
UA,GRR,IAH,1836,2047,-17.0,191.0,1.0,1042.0,cloudy,rain,2018,11,11,3,3,East-North Central,West-South Central
AA,RDU,CLT,1805,1918,4.0,73.0,1.0,130.0,sunny,sunny,2019,8,30,3,3,South-Atlantic,South-Atlantic
AA,DFW,LBB,1451,1600,0.0,69.0,1.0,282.0,cloudy,rain,2019,12,27,2,2,West-South Central,West-South Central
AA,PHL,LAS,1810,2041,-28.0,331.0,1.0,2176.0,sunny,sunny,2018,8,8,3,3,Mid-Atlantic,South-West
UA,RAP,DEN,545,704,4.0,79.0,1.0,300.0,sunny,sunny,2019,8,4,0,0,West-North Central,South-West
UA,ORD,BOI,1005,1309,-10.0,244.0,1.0,1437.0,rain,sunny,2019,5,11,0,2,East-North Central,North-West
DL,MSP,CID,1245,1401,-4.0,76.0,1.0,220.0,cloudy,rain,2018,6,21,2,2,West-North Central,West-North Central
UA,SFO,DFW,1825,2356,38.0,211.0,1.0,1464.0,rain,rain,2019,5,18,3,1,Pacific,West-South Central
AS,SEA,BOS,1555,25,-1.0,330.0,1.0,2496.0,cloudy,sunny,2019,6,8,2,1,Pacific,New England
NK,IAH,EWR,615,1029,-10.0,194.0,1.0,1400.0,rain,sunny,2019,2,19,0,0,West-South Central,Mid-Atlantic
DL,PHX,JFK,1237,1930,-20.0,293.0,1.0,2153.0,sunny,sunny,2019,11,26,2,3,South-West,Mid-Atlantic
B6,LGA,MCO,1829,2138,-42.0,189.0,1.0,950.0,sunny,cloudy,2018,2,3,3,1,Mid-Atlantic,South-Atlantic
UA,SAN,IAH,834,1337,-17.0,183.0,1.0,1303.0,cloudy,sunny,2019,4,28,0,2,Pacific,West-South Central
AA,ASE,LAX,1152,1315,3.0,143.0,1.0,737.0,sunny,sunny,2019,1,13,0,2,South-West,Pacific
HA,KOA,HNL,1909,1956,-13.0,47.0,1.0,163.0,rain,cloudy,2019,8,16,3,3,Pacific,Pacific
F9,COS,MCO,53,620,4.0,207.0,1.0,1520.0,cloudy,cloudy,2018,12,27,1,0,South-West,South-Atlantic
F9,DTW,MCO,2006,2249,-35.0,163.0,1.0,957.0,rain,sunny,2018,10,30,3,1,East-North Central,South-Atlantic
DL,ATL,MDW,900,954,11.0,114.0,1.0,591.0,rain,rain,2019,8,4,0,0,South-Atlantic,East-North Central
WN,MDW,HOU,1650,1925,3.0,155.0,1.0,937.0,rain,cloudy,2019,5,17,2,3,East-North Central,West-South Central
NK,SAN,LAS,930,1047,-17.0,77.0,1.0,258.0,sunny,sunny,2018,7,4,0,0,Pacific,South-West
AA,LGA,RDU,2129,2315,16.0,106.0,1.0,431.0,snow,rain,2019,3,4,1,1,Mid-Atlantic,South-Atlantic
AA,MEI,DFW,700,855,16.0,115.0,1.0,485.0,sunny,sunny,2019,11,25,0,0,East-South Central,West-South Central
AS,EAT,SEA,1000,1047,-15.0,47.0,1.0,99.0,cloudy,cloudy,2019,1,5,0,0,Pacific,Pacific
AS,SJC,PDX,630,815,-5.0,105.0,1.0,569.0,sunny,sunny,2019,11,4,0,0,Pacific,Pacific
DL,MSP,FWA,2020,2308,-17.0,108.0,1.0,488.0,cloudy,sunny,2018,3,19,3,1,West-North Central,East-North Central
B6,PIT,BOS,2119,2254,27.0,95.0,1.0,496.0,cloudy,sunny,2019,11,8,1,1,Mid-Atlantic,New England
AA,SAT,DFW,635,748,-21.0,73.0,1.0,247.0,sunny,sunny,2018,5,27,0,0,West-South Central,West-South Central
AA,SLC,ORD,1312,1729,9.0,197.0,1.0,1250.0,sunny,rain,2018,9,20,2,3,South-West,East-North Central
AA,GRI,DFW,1456,1653,-14.0,117.0,1.0,561.0,cloudy,rain,2019,11,20,2,2,West-North Central,West-South Central
WN,SJC,RNO,1825,1920,-10.0,55.0,1.0,188.0,sunny,sunny,2018,10,30,3,3,Pacific,South-West
DL,DTW,MCO,838,1114,-2.0,156.0,1.0,957.0,sunny,sunny,2018,8,4,0,0,East-North Central,South-Atlantic
WN,BUR,SJC,1045,1155,24.0,70.0,1.0,296.0,rain,rain,2019,1,5,0,0,Pacific,Pacific
UA,IND,ORD,606,620,-18.0,74.0,1.0,177.0,rain,snow & rain,2019,4,14,0,0,East-North Central,East-North Central
UA,IAH,ORD,1200,1434,30.0,154.0,1.0,925.0,sunny,cloudy,2019,12,2,2,2,West-South Central,East-North Central
DL,IAH,DTW,845,1239,-15.0,174.0,1.0,1075.0,sunny,sunny,2019,7,7,0,2,West-South Central,East-North Central
UA,ATW,ORD,1035,1142,14.0,67.0,1.0,160.0,sunny,sunny,2018,1,2,0,0,East-North Central,East-North Central
AA,CLT,DCA,1745,1916,-13.0,91.0,1.0,331.0,sunny,sunny,2018,4,21,3,3,South-Atlantic,Mid-Atlantic
UA,DEN,MSY,1244,1619,-7.0,155.0,1.0,1062.0,sunny,rain,2018,3,17,2,2,South-West,West-South Central
UA,EWR,ALB,2100,2214,0.0,74.0,1.0,143.0,rain,rain,2019,4,26,1,1,Mid-Atlantic,Mid-Atlantic
NK,MCO,BWI,2222,30,-4.0,128.0,1.0,787.0,sunny,cloudy,2019,11,18,1,1,South-Atlantic,Mid-Atlantic
NK,MSY,BWI,1218,1550,-16.0,152.0,1.0,998.0,sunny,sunny,2019,3,19,2,2,West-South Central,Mid-Atlantic
UA,IAH,GPT,2020,2135,101.0,75.0,1.0,376.0,sunny,sunny,2018,11,16,3,1,West-South Central,East-South Central
DL,LIH,SEA,2040,519,-4.0,339.0,1.0,2701.0,sunny,cloudy,2019,8,16,3,0,Pacific,Pacific
WN,DEN,CVG,1220,1645,-3.0,145.0,1.0,1069.0,sunny,sunny,2019,10,9,2,2,South-West,East-North Central
UA,DEN,JAC,1520,1656,71.0,96.0,1.0,406.0,rain,sunny,2018,7,29,2,2,South-West,North-West
WN,STL,LAX,1035,1245,-4.0,250.0,1.0,1592.0,sunny,sunny,2019,3,16,0,2,West-North Central,Pacific
DL,PDX,SEA,1900,2003,113.0,63.0,1.0,129.0,rain,sunny,2018,6,11,3,3,Pacific,Pacific
DL,MSP,DFW,900,1135,-1.0,155.0,1.0,852.0,rain,sunny,2019,9,11,0,0,West-North Central,West-South Central
UA,ORD,TPA,1755,2140,-34.0,165.0,1.0,1011.0,cloudy,rain,2019,12,14,3,1,East-North Central,South-Atlantic
AA,DFW,GSO,1116,1445,8.0,149.0,1.0,999.0,rain,sunny,2019,4,4,0,2,West-South Central,South-Atlantic
WN,LAX,MDW,1000,1600,-19.0,240.0,1.0,1750.0,cloudy,rain,2019,5,7,0,2,Pacific,East-North Central
DL,DTW,LAX,1739,1947,-22.0,308.0,1.0,1979.0,cloudy,sunny,2018,11,4,3,3,East-North Central,Pacific
DL,ATL,CID,2145,2302,19.0,137.0,1.0,694.0,rain,cloudy,2019,12,13,1,1,South-Atlantic,West-North Central
AA,DFW,CVG,2042,2353,6.0,131.0,1.0,812.0,sunny,sunny,2019,8,29,3,1,West-South Central,East-North Central
B6,SFO,JFK,1548,22,-6.0,334.0,1.0,2586.0,sunny,sunny,2019,3,16,2,1,Pacific,Mid-Atlantic
DL,LAX,ATL,745,1507,-4.0,262.0,1.0,1947.0,sunny,rain,2018,3,26,0,2,Pacific,South-Atlantic
WN,BNA,ATL,1300,1505,153.0,65.0,1.0,214.0,cloudy,cloudy,2019,1,22,2,2,East-South Central,South-Atlantic
DL,MCO,DTW,1405,1641,2.0,156.0,1.0,957.0,sunny,sunny,2018,3,18,2,2,South-Atlantic,East-North Central
WN,DCA,OMA,1530,1735,30.0,185.0,1.0,1012.0,sunny,cloudy,2019,1,31,2,3,Mid-Atlantic,West-North Central
AS,JNU,PSG,1355,1443,-4.0,48.0,1.0,123.0,cloudy,cloudy,2018,12,22,2,2,Pacific,Pacific
AS,SFO,LAS,735,920,-24.0,105.0,1.0,414.0,cloudy,sunny,2019,9,4,0,0,Pacific,South-West
DL,OMA,MSP,1314,1430,-15.0,76.0,1.0,282.0,rain,rain,2019,10,2,2,2,West-North Central,West-North Central
AA,PHL,SCE,1725,1831,80.0,66.0,1.0,153.0,rain,cloudy,2019,8,14,3,3,Mid-Atlantic,Mid-Atlantic
DL,ORD,JFK,1200,1527,0.0,147.0,1.0,740.0,sunny,rain,2019,8,7,2,2,East-North Central,Mid-Atlantic
DL,SMF,SEA,1015,1220,-18.0,125.0,1.0,605.0,sunny,sunny,2018,9,28,0,2,Pacific,Pacific
DL,MSP,LAX,650,840,-2.0,230.0,1.0,1535.0,sunny,sunny,2018,7,23,0,0,West-North Central,Pacific
UA,EWR,CLT,859,1111,20.0,132.0,1.0,529.0,sunny,cloudy,2019,1,14,0,0,Mid-Atlantic,South-Atlantic
AA,DFW,SAN,1515,1620,-12.0,185.0,1.0,1171.0,sunny,sunny,2019,7,19,2,2,West-South Central,Pacific
UA,SPN,GUM,915,1000,36.0,45.0,1.0,129.0,no weather data,no weather data,2019,7,27,0,0,Offshore Territory,Offshore Territory
AS,LAS,SEA,2055,2330,-8.0,155.0,1.0,867.0,sunny,sunny,2018,5,3,3,1,South-West,Pacific
DL,PDX,SEA,1443,1545,-15.0,62.0,1.0,129.0,sunny,sunny,2018,7,29,2,2,Pacific,Pacific
DL,RDM,SEA,1518,1630,-15.0,72.0,1.0,228.0,rain,cloudy,2019,5,26,2,2,Pacific,Pacific
B6,BOS,SFO,1137,1525,-28.0,408.0,1.0,2704.0,rain,cloudy,2018,4,30,0,2,New England,Pacific
AA,PHX,SAT,1535,1947,-9.0,132.0,1.0,843.0,sunny,cloudy,2019,8,4,2,3,South-West,West-South Central
DL,LAX,SMF,1531,1704,-19.0,93.0,1.0,373.0,sunny,rain,2018,12,21,2,3,Pacific,Pacific
AA,LGA,MIA,829,1140,72.0,191.0,1.0,1096.0,cloudy,rain,2019,9,10,0,0,Mid-Atlantic,South-Atlantic
AA,DFW,MIA,2000,2343,-5.0,163.0,1.0,1121.0,cloudy,sunny,2019,6,2,3,1,West-South Central,South-Atlantic
AA,DFW,CLT,1215,1540,-3.0,145.0,1.0,936.0,sunny,cloudy,2019,11,14,2,2,West-South Central,South-Atlantic
NK,FLL,ATL,600,745,12.0,105.0,1.0,581.0,rain,rain,2018,6,10,0,0,South-Atlantic,South-Atlantic
AA,DFW,PHX,1735,1805,0.0,150.0,1.0,868.0,rain,sunny,2018,9,15,3,3,West-South Central,South-West
UA,AVP,IAD,615,729,-30.0,74.0,1.0,189.0,cloudy,rain,2019,11,18,0,0,Mid-Atlantic,Mid-Atlantic
DL,LAX,SAT,1010,1513,-22.0,183.0,1.0,1211.0,sunny,cloudy,2019,10,13,0,2,Pacific,West-South Central
